epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.3997,0,906.39,0,0,0,0,0,0,1479,0,3.621e-05,3.621e-05,3.621e-05
2,17.2691,0,452.766,0,0,0,0,0,0,418.5,0,7.4304e-05,7.4304e-05,7.4304e-05
3,20.8767,0,290.413,0,0,0,0,0,0,2144,0,0.000112145,0.000112145,0.000112145
4,24.5378,0,212.629,0,0,0,0,0,0,5408,0,0.000149733,0.000149733,0.000149733
