epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1805.76,0.49016,0.77792,1.01501,0.57797,0.52508,0.5511,0.49409,0.51825,1.55399,1.05,0.007855,0.007855,0.007855
67,1832.43,0.48427,0.73932,1.0113,0.52744,0.54109,0.5504,0.50016,0.5049,1.48961,1.03159,0.007822,0.007822,0.007822
68,1859.02,0.48233,0.75971,1.00945,0.58236,0.50081,0.53659,0.48039,0.51921,1.65064,1.0553,0.007789,0.007789,0.007789
69,1885.71,0.48175,0.76111,1.00518,0.59544,0.50755,0.53641,0.48068,0.53265,1.61588,1.07021,0.007756,0.007756,0.007756
70,1912.29,0.4815,0.74821,1.0099,0.52826,0.49877,0.51597,0.46545,0.53265,1.67243,1.04999,0.007723,0.007723,0.007723
71,1938.86,0.48005,0.75023,1.00725,0.60191,0.45729,0.52275,0.47142,0.50364,1.61705,1.02571,0.00769,0.00769,0.00769
72,1965.51,0.47431,0.7286,1.00483,0.59638,0.48641,0.53291,0.47639,0.54264,1.84491,1.07756,0.007657,0.007657,0.007657
73,1992.03,0.47324,0.718,0.99904,0.62148,0.53203,0.54529,0.48757,0.51304,1.67389,1.04118,0.007624,0.007624,0.007624
74,2018.87,0.47525,0.72146,1.00453,0.5693,0.49712,0.5324,0.47903,0.5017,1.79282,1.02447,0.007591,0.007591,0.007591
75,2045.6,0.47243,0.7022,0.9992,0.60139,0.46189,0.52918,0.48317,0.51853,1.80427,1.0551,0.007558,0.007558,0.007558
76,2072.59,0.45644,0.67414,0.99361,0.61518,0.45633,0.52265,0.47064,0.53083,1.75141,1.05978,0.007525,0.007525,0.007525
77,2099.52,0.46509,0.71389,1.0021,0.60129,0.4763,0.52483,0.47076,0.52857,1.75835,1.05413,0.007492,0.007492,0.007492
78,2126.46,0.4519,0.67627,0.99442,0.58783,0.5158,0.54129,0.4846,0.50749,1.65639,1.04316,0.007459,0.007459,0.007459
79,2153.43,0.46163,0.68556,0.99676,0.69132,0.50588,0.5635,0.50869,0.51094,1.60494,1.04314,0.007426,0.007426,0.007426
80,2180.35,0.46356,0.68638,0.994,0.60007,0.50458,0.56679,0.51029,0.49653,1.50553,1.02436,0.007393,0.007393,0.007393
81,2207.36,0.45373,0.67694,0.98851,0.62385,0.51189,0.55384,0.50596,0.51318,1.58413,1.04301,0.00736,0.00736,0.00736
82,2234.41,0.45599,0.68725,0.99748,0.58263,0.51309,0.53346,0.48541,0.51321,1.67596,1.03609,0.007327,0.007327,0.007327
83,2261.2,0.45786,0.65699,0.99623,0.58479,0.5096,0.54604,0.49191,0.52792,1.7218,1.05087,0.007294,0.007294,0.007294
84,2290.02,0.45257,0.66039,0.98852,0.60124,0.49145,0.54197,0.48719,0.52943,1.74837,1.07299,0.007261,0.007261,0.007261
85,2317.31,0.44628,0.6494,0.99187,0.66334,0.48169,0.57068,0.50693,0.52053,1.61906,1.04616,0.007228,0.007228,0.007228
86,2348.52,0.45704,0.6525,0.99145,0.57046,0.51441,0.54996,0.49934,0.50608,1.61192,1.03644,0.007195,0.007195,0.007195
87,2378.34,0.4483,0.64425,0.99198,0.59256,0.51535,0.57152,0.5176,0.48139,1.56056,1.01809,0.007162,0.007162,0.007162
88,2408.01,0.4383,0.641,0.98119,0.6089,0.53295,0.57438,0.52112,0.50975,1.62022,1.04215,0.007129,0.007129,0.007129
89,2439.8,0.44448,0.62492,0.98248,0.57072,0.52438,0.54553,0.48781,0.49397,1.72689,1.03022,0.007096,0.007096,0.007096
90,2475.14,0.43562,0.63235,0.98528,0.62438,0.53976,0.57692,0.52586,0.48763,1.64142,1.03044,0.007063,0.007063,0.007063
91,2508.1,0.44066,0.63323,0.98631,0.60093,0.53565,0.57387,0.51501,0.49347,1.6616,1.04846,0.00703,0.00703,0.00703
92,2540.51,0.43108,0.60836,0.97527,0.62869,0.51201,0.56054,0.49836,0.49708,1.62734,1.0539,0.006997,0.006997,0.006997
93,2570.73,0.42726,0.59454,0.97728,0.62022,0.51214,0.5622,0.51019,0.4957,1.63039,1.04695,0.006964,0.006964,0.006964
94,2604.38,0.43426,0.60523,0.9799,0.55681,0.50283,0.53311,0.49083,0.49751,1.83643,1.02973,0.006931,0.006931,0.006931
95,2640.45,0.43786,0.61353,0.97782,0.63781,0.52312,0.56173,0.51069,0.50247,1.6556,1.04382,0.006898,0.006898,0.006898
96,2677.3,0.43174,0.61395,0.98057,0.57437,0.5408,0.56546,0.51526,0.4964,1.74132,1.02215,0.006865,0.006865,0.006865
97,2713.82,0.4311,0.59896,0.98037,0.65263,0.50208,0.56706,0.51898,0.48352,1.63938,1.0342,0.006832,0.006832,0.006832
98,2750.36,0.4297,0.59319,0.98559,0.63901,0.54731,0.57984,0.52686,0.50142,1.5274,1.04832,0.006799,0.006799,0.006799
99,2792.69,0.42654,0.59179,0.97778,0.57091,0.52752,0.55486,0.49471,0.52537,1.71365,1.07255,0.006766,0.006766,0.006766
100,2830.74,0.42124,0.56697,0.97619,0.57347,0.5279,0.54482,0.49564,0.49851,1.5779,1.03934,0.006733,0.006733,0.006733
101,2866.47,0.42925,0.57241,0.97447,0.66402,0.50613,0.55918,0.51271,0.47346,1.52837,1.0178,0.0067,0.0067,0.0067
102,2898.68,0.42347,0.58402,0.97906,0.60919,0.52381,0.57329,0.52466,0.48047,1.56908,1.02739,0.006667,0.006667,0.006667
103,2933.89,0.41187,0.56115,0.96582,0.60741,0.47632,0.54698,0.49986,0.48024,1.59823,1.02069,0.006634,0.006634,0.006634
104,2968.77,0.42673,0.57851,0.97957,0.56842,0.5313,0.55039,0.49668,0.49946,1.70557,1.03949,0.006601,0.006601,0.006601
105,3006.31,0.42609,0.56333,0.97806,0.61505,0.49387,0.53838,0.49635,0.47917,1.68518,1.02644,0.006568,0.006568,0.006568
106,3043.01,0.41644,0.56839,0.97295,0.60583,0.50061,0.5508,0.50305,0.47751,1.70976,1.02051,0.006535,0.006535,0.006535
107,3079.83,0.41963,0.5681,0.97076,0.56797,0.553,0.56347,0.51802,0.4668,1.65029,1.01289,0.006502,0.006502,0.006502
108,3113.29,0.41607,0.54907,0.97017,0.59609,0.52315,0.55512,0.51121,0.47613,1.63087,1.0212,0.006469,0.006469,0.006469
109,3142.33,0.4119,0.5509,0.97003,0.61649,0.5016,0.55233,0.5029,0.48681,1.64934,1.02707,0.006436,0.006436,0.006436
110,3171.92,0.40987,0.55933,0.96914,0.56051,0.5259,0.55925,0.50744,0.47746,1.62551,1.01654,0.006403,0.006403,0.006403
111,3200.11,0.41004,0.55329,0.96527,0.62922,0.49091,0.54267,0.49545,0.49014,1.67143,1.0291,0.00637,0.00637,0.00637
112,3236.89,0.40468,0.52654,0.96541,0.56731,0.53104,0.54501,0.49321,0.51562,1.75152,1.06377,0.006337,0.006337,0.006337
113,3273.87,0.4094,0.54143,0.97018,0.5823,0.51781,0.54588,0.49267,0.50391,1.70277,1.05921,0.006304,0.006304,0.006304
114,3313.21,0.414,0.54112,0.96913,0.62155,0.53686,0.56948,0.52026,0.47928,1.61433,1.0338,0.006271,0.006271,0.006271
115,3354.17,0.40287,0.52616,0.96432,0.61501,0.5207,0.55538,0.50045,0.48801,1.63179,1.03907,0.006238,0.006238,0.006238
116,3395.97,0.40976,0.53545,0.96891,0.58202,0.52173,0.54212,0.49125,0.48634,1.69895,1.03634,0.006205,0.006205,0.006205
117,3437.3,0.4078,0.53521,0.96839,0.67637,0.49779,0.55144,0.50709,0.45402,1.65511,1.0129,0.006172,0.006172,0.006172
118,3476.25,0.40127,0.53933,0.95999,0.63809,0.55014,0.57604,0.52479,0.4615,1.55776,1.02828,0.006139,0.006139,0.006139
119,3517.93,0.39994,0.52776,0.95766,0.61073,0.55321,0.55902,0.51202,0.46608,1.63725,1.02112,0.006106,0.006106,0.006106
120,3552.75,0.39554,0.51328,0.95442,0.60433,0.52535,0.56841,0.51612,0.48718,1.63237,1.04401,0.006073,0.006073,0.006073
121,3587.57,0.39447,0.51357,0.95847,0.56312,0.59808,0.57924,0.5289,0.46121,1.50243,1.02451,0.00604,0.00604,0.00604
122,3621.74,0.39511,0.511,0.96141,0.5716,0.58847,0.57667,0.52,0.47797,1.58518,1.03712,0.006007,0.006007,0.006007
123,3656.38,0.40251,0.51944,0.96593,0.66923,0.52638,0.58516,0.5369,0.46397,1.60754,1.02225,0.005974,0.005974,0.005974
124,3683.11,0.39524,0.51044,0.95824,0.6447,0.47626,0.54784,0.50261,0.46551,1.70294,1.02206,0.005941,0.005941,0.005941
125,3711.14,0.39966,0.50725,0.95768,0.63582,0.50493,0.5605,0.51657,0.46798,1.75122,1.02713,0.005908,0.005908,0.005908
126,3738.1,0.38633,0.49718,0.95552,0.61849,0.51071,0.56056,0.50809,0.47821,1.76224,1.03084,0.005875,0.005875,0.005875
127,3764.68,0.39044,0.51872,0.95784,0.633,0.52052,0.56329,0.50958,0.4819,1.61318,1.0395,0.005842,0.005842,0.005842
128,3791.99,0.38653,0.50348,0.95761,0.63934,0.51381,0.55716,0.51224,0.47288,1.71461,1.03653,0.005809,0.005809,0.005809
129,3818.81,0.38969,0.50191,0.95561,0.63262,0.51105,0.56313,0.51623,0.4611,1.66363,1.02031,0.005776,0.005776,0.005776
130,3846.05,0.38836,0.49749,0.95813,0.63567,0.50315,0.56408,0.51915,0.45813,1.58349,1.02583,0.005743,0.005743,0.005743
131,3872.3,0.38169,0.50007,0.95309,0.60274,0.54561,0.58431,0.53062,0.46487,1.60964,1.0249,0.00571,0.00571,0.00571
132,3899.07,0.38299,0.49081,0.95474,0.61111,0.55067,0.57282,0.5182,0.48037,1.65756,1.02994,0.005677,0.005677,0.005677
133,3926.52,0.39458,0.48985,0.95679,0.59054,0.56787,0.57721,0.52698,0.47401,1.5835,1.02635,0.005644,0.005644,0.005644
134,3953.68,0.39313,0.48661,0.95538,0.64757,0.51739,0.56834,0.51813,0.46393,1.5972,1.02714,0.005611,0.005611,0.005611
135,3981.04,0.38113,0.48675,0.94506,0.68265,0.50294,0.56307,0.51092,0.46026,1.67596,1.02986,0.005578,0.005578,0.005578
136,4008.56,0.37964,0.48286,0.95596,0.64376,0.53265,0.57707,0.53129,0.46371,1.56315,1.03604,0.005545,0.005545,0.005545
137,4035.57,0.37487,0.47127,0.95127,0.58749,0.5742,0.5811,0.52907,0.48142,1.57104,1.05342,0.005512,0.005512,0.005512
138,4065.22,0.37499,0.46604,0.95206,0.64775,0.50143,0.56856,0.5159,0.47281,1.68718,1.03463,0.005479,0.005479,0.005479
139,4093.81,0.37398,0.45954,0.94864,0.5999,0.54677,0.57671,0.5239,0.481,1.73753,1.03936,0.005446,0.005446,0.005446
140,4121.08,0.3761,0.46674,0.94964,0.6101,0.53038,0.56457,0.51161,0.49392,1.89165,1.04853,0.005413,0.005413,0.005413
141,4148.21,0.37732,0.46369,0.95013,0.64074,0.52321,0.56465,0.51544,0.46556,1.8637,1.0243,0.00538,0.00538,0.00538
142,4175.65,0.37401,0.47033,0.95125,0.64883,0.52681,0.56367,0.51164,0.48178,1.84626,1.03832,0.005347,0.005347,0.005347
143,4202.9,0.37246,0.44736,0.94266,0.64447,0.48112,0.55134,0.50247,0.4538,1.8519,1.0189,0.005314,0.005314,0.005314
144,4229.99,0.36893,0.45114,0.94747,0.6401,0.52208,0.55872,0.51195,0.47286,1.78323,1.02806,0.005281,0.005281,0.005281
145,4258.88,0.37389,0.4658,0.94855,0.6699,0.50097,0.56026,0.51918,0.45221,1.6811,1.01336,0.005248,0.005248,0.005248
146,4294.5,0.36781,0.45017,0.94506,0.63372,0.51143,0.55859,0.5116,0.46842,1.84635,1.02448,0.005215,0.005215,0.005215
147,4330.69,0.37589,0.45202,0.95195,0.60567,0.52974,0.55206,0.50574,0.44998,1.83985,1.00377,0.005182,0.005182,0.005182
148,4366.61,0.36494,0.44987,0.95052,0.616,0.51965,0.55392,0.50937,0.45468,1.84302,1.01313,0.005149,0.005149,0.005149
149,4402.32,0.36959,0.4445,0.94518,0.64067,0.49716,0.55,0.50679,0.44668,1.824,1.00471,0.005116,0.005116,0.005116
150,4438.57,0.36456,0.43855,0.94133,0.61359,0.51204,0.55241,0.50767,0.45209,1.90154,1.01419,0.005083,0.005083,0.005083
151,4473.05,0.36482,0.45285,0.9446,0.60186,0.53199,0.55396,0.51011,0.44698,1.86609,1.01244,0.00505,0.00505,0.00505
152,4507.23,0.36616,0.44224,0.94531,0.60121,0.53686,0.5629,0.51256,0.46001,1.78945,1.02184,0.005017,0.005017,0.005017
153,4542.17,0.36309,0.44261,0.94227,0.61963,0.54762,0.56934,0.51664,0.45645,1.68357,1.0161,0.004984,0.004984,0.004984
154,4576.79,0.36191,0.44387,0.94479,0.60952,0.5312,0.55996,0.51665,0.44943,1.73331,1.01008,0.004951,0.004951,0.004951
155,4612.49,0.3652,0.43874,0.94606,0.59598,0.5241,0.56331,0.52267,0.44486,1.70707,1.01216,0.004918,0.004918,0.004918
156,4647.54,0.3591,0.42421,0.93877,0.59781,0.52963,0.55327,0.51026,0.45569,1.74223,1.02244,0.004885,0.004885,0.004885
157,4682.97,0.36546,0.44365,0.93978,0.62131,0.51833,0.56591,0.51766,0.45046,1.61248,1.01565,0.004852,0.004852,0.004852
158,4718.98,0.36796,0.4391,0.94537,0.60837,0.52404,0.55667,0.51208,0.45156,1.64514,1.01576,0.004819,0.004819,0.004819
159,4754.77,0.35824,0.42922,0.93952,0.61667,0.54972,0.55787,0.50973,0.45313,1.66875,1.02126,0.004786,0.004786,0.004786
160,4789.7,0.35544,0.42781,0.93664,0.62322,0.53939,0.56481,0.51897,0.4497,1.73057,1.02674,0.004753,0.004753,0.004753
161,4824.72,0.35498,0.42262,0.94236,0.61806,0.53935,0.57442,0.531,0.43739,1.83756,1.00357,0.00472,0.00472,0.00472
162,4860.77,0.35566,0.40786,0.94102,0.58826,0.54989,0.5754,0.52837,0.45059,1.75241,1.02467,0.004687,0.004687,0.004687
163,4896.36,0.36037,0.4263,0.93852,0.63068,0.52397,0.56683,0.52222,0.46843,1.69992,1.04037,0.004654,0.004654,0.004654
164,4931.73,0.35879,0.42515,0.94477,0.60878,0.55659,0.58185,0.53259,0.45739,1.66974,1.02145,0.004621,0.004621,0.004621
165,4967.3,0.35661,0.42099,0.93694,0.60006,0.5325,0.57361,0.52559,0.46433,1.75239,1.03247,0.004588,0.004588,0.004588
166,5003.38,0.34935,0.41078,0.93388,0.58333,0.56227,0.57359,0.52667,0.46,1.71212,1.02735,0.004555,0.004555,0.004555
167,5040.33,0.35876,0.41605,0.94162,0.63464,0.54518,0.56574,0.52016,0.46832,1.69374,1.03652,0.004522,0.004522,0.004522
168,5077.33,0.35617,0.41402,0.94016,0.57634,0.57612,0.57199,0.52467,0.45542,1.69405,1.02578,0.004489,0.004489,0.004489
169,5113.58,0.36067,0.41464,0.94297,0.58138,0.54976,0.5656,0.5213,0.44607,1.69872,1.01914,0.004456,0.004456,0.004456
170,5149.87,0.35156,0.41206,0.93864,0.63937,0.53996,0.57917,0.53039,0.44247,1.66242,1.01697,0.004423,0.004423,0.004423
171,5185.59,0.34974,0.40707,0.933,0.6347,0.52887,0.57141,0.51903,0.45868,1.7183,1.03231,0.00439,0.00439,0.00439
172,5221.25,0.3419,0.39671,0.92921,0.64176,0.53049,0.5628,0.51352,0.46496,1.67216,1.04672,0.004357,0.004357,0.004357
173,5258.17,0.34684,0.39689,0.93198,0.66451,0.53701,0.56433,0.51845,0.4513,1.66574,1.03087,0.004324,0.004324,0.004324
174,5294.42,0.34145,0.39612,0.93098,0.60669,0.53389,0.55878,0.51407,0.45559,1.7658,1.03254,0.004291,0.004291,0.004291
175,5330.43,0.34646,0.40466,0.93811,0.58575,0.53866,0.55489,0.50569,0.45757,1.85333,1.02336,0.004258,0.004258,0.004258
176,5367,0.33965,0.39878,0.93577,0.62618,0.52334,0.56033,0.51372,0.45509,1.82853,1.02421,0.004225,0.004225,0.004225
177,5402.22,0.35222,0.40224,0.93928,0.66068,0.51377,0.56547,0.51572,0.46584,1.77801,1.03051,0.004192,0.004192,0.004192
178,5437.98,0.343,0.40459,0.93219,0.63913,0.51644,0.56166,0.51366,0.45039,1.76323,1.02016,0.004159,0.004159,0.004159
179,5473.63,0.3375,0.38788,0.93255,0.61486,0.52827,0.56051,0.51571,0.45784,1.78133,1.03262,0.004126,0.004126,0.004126
180,5509.04,0.33692,0.38966,0.9317,0.61983,0.52272,0.56314,0.51801,0.44967,1.78662,1.02092,0.004093,0.004093,0.004093
181,5544.88,0.33906,0.385,0.93175,0.59756,0.53326,0.56949,0.52405,0.44597,1.75482,1.01482,0.00406,0.00406,0.00406
182,5579.65,0.33891,0.38214,0.92295,0.63389,0.49867,0.56034,0.51915,0.448,1.85148,1.02218,0.004027,0.004027,0.004027
183,5614.44,0.33663,0.3897,0.92984,0.55189,0.52564,0.55566,0.51521,0.4435,1.80474,1.02029,0.003994,0.003994,0.003994
184,5649.29,0.3334,0.38262,0.92671,0.58219,0.54041,0.56621,0.52074,0.438,1.8403,1.01138,0.003961,0.003961,0.003961
185,5685.03,0.33994,0.38735,0.92845,0.58707,0.53513,0.5587,0.51718,0.45217,1.8512,1.02389,0.003928,0.003928,0.003928
186,5720.63,0.33052,0.38129,0.92754,0.64015,0.51043,0.55984,0.51878,0.44795,1.83953,1.02173,0.003895,0.003895,0.003895
187,5754.78,0.32971,0.37557,0.92494,0.64866,0.51119,0.55629,0.51909,0.4397,1.7967,1.01625,0.003862,0.003862,0.003862
188,5791.51,0.33937,0.37619,0.93266,0.64304,0.51711,0.55737,0.51779,0.45279,1.79724,1.02064,0.003829,0.003829,0.003829
189,5825.89,0.33472,0.37668,0.92916,0.62094,0.52272,0.56178,0.52368,0.44382,1.80028,1.02004,0.003796,0.003796,0.003796
190,5861.47,0.33574,0.38169,0.92849,0.59945,0.52544,0.5544,0.51425,0.44557,1.84827,1.02124,0.003763,0.003763,0.003763
191,5895.71,0.32773,0.37604,0.92426,0.63259,0.51149,0.54655,0.50814,0.45425,1.8582,1.02861,0.00373,0.00373,0.00373
